# Generated high-coverage adjacent 4-pack patterns.
# Do not hand-edit unless you intend to freeze a modified grid.
# Format: PAIR id width height row group0 mask0 mask1
#         TRIPLE id width height row group0 mask0 mask1 mask2
# Masks are 0..15 (bit3=pos0 ... bit0=pos3). Width is always a multiple of 4.
#
# Placement:
#   pair_L  groups 0-1 on W=16 (left edge)
#   pair_M  groups 1-2 on W=16 (has empty neighbors)
#   pair_R  groups 2-3 on W=16 (right edge)
#   triple  groups 0-1-2 on W=12

PAIR p_M_11_11 16 3 1 1 11 11
PAIR p_R_11_11 16 3 1 2 11 11
PAIR p_L_11_12 16 3 1 0 11 12
PAIR p_M_11_12 16 3 1 1 11 12
PAIR p_R_11_12 16 3 1 2 11 12
PAIR p_L_11_13 16 3 1 0 11 13
PAIR p_M_11_13 16 3 1 1 11 13
PAIR p_R_11_13 16 3 1 2 11 13
PAIR p_L_11_14 16 3 1 0 11 14
PAIR p_M_11_14 16 3 1 1 11 14
PAIR p_R_11_14 16 3 1 2 11 14
PAIR p_L_11_15 16 3 1 0 11 15
PAIR p_M_11_15 16 3 1 1 11 15
PAIR p_R_11_15 16 3 1 2 11 15
PAIR p_L_12_0 16 3 1 0 12 0
PAIR p_M_12_0 16 3 1 1 12 0
PAIR p_R_12_0 16 3 1 2 12 0
PAIR p_L_12_1 16 3 1 0 12 1
PAIR p_M_12_1 16 3 1 1 12 1
PAIR p_R_12_1 16 3 1 2 12 1
PAIR p_L_12_2 16 3 1 0 12 2
PAIR p_M_12_2 16 3 1 1 12 2
PAIR p_R_12_2 16 3 1 2 12 2
PAIR p_L_12_3 16 3 1 0 12 3
PAIR p_M_12_3 16 3 1 1 12 3
PAIR p_R_12_3 16 3 1 2 12 3
PAIR p_L_12_4 16 3 1 0 12 4
PAIR p_M_12_4 16 3 1 1 12 4
PAIR p_R_12_4 16 3 1 2 12 4
PAIR p_L_12_5 16 3 1 0 12 5
PAIR p_M_12_5 16 3 1 1 12 5
PAIR p_R_12_5 16 3 1 2 12 5
PAIR p_L_12_6 16 3 1 0 12 6
PAIR p_M_12_6 16 3 1 1 12 6
PAIR p_R_12_6 16 3 1 2 12 6
PAIR p_L_12_7 16 3 1 0 12 7
PAIR p_M_12_7 16 3 1 1 12 7
PAIR p_R_12_7 16 3 1 2 12 7
PAIR p_L_12_8 16 3 1 0 12 8
PAIR p_M_12_8 16 3 1 1 12 8
PAIR p_R_12_8 16 3 1 2 12 8
PAIR p_L_12_9 16 3 1 0 12 9
PAIR p_M_12_9 16 3 1 1 12 9
PAIR p_R_12_9 16 3 1 2 12 9
PAIR p_L_12_10 16 3 1 0 12 10
PAIR p_M_12_10 16 3 1 1 12 10
PAIR p_R_12_10 16 3 1 2 12 10
PAIR p_L_12_11 16 3 1 0 12 11
PAIR p_M_12_11 16 3 1 1 12 11
PAIR p_R_12_11 16 3 1 2 12 11
PAIR p_L_12_12 16 3 1 0 12 12
PAIR p_M_12_12 16 3 1 1 12 12
PAIR p_R_12_12 16 3 1 2 12 12
PAIR p_L_12_13 16 3 1 0 12 13
PAIR p_M_12_13 16 3 1 1 12 13
PAIR p_R_12_13 16 3 1 2 12 13
PAIR p_L_12_14 16 3 1 0 12 14
PAIR p_M_12_14 16 3 1 1 12 14
PAIR p_R_12_14 16 3 1 2 12 14
PAIR p_L_12_15 16 3 1 0 12 15
PAIR p_M_12_15 16 3 1 1 12 15
PAIR p_R_12_15 16 3 1 2 12 15
PAIR p_L_13_0 16 3 1 0 13 0
PAIR p_M_13_0 16 3 1 1 13 0
PAIR p_R_13_0 16 3 1 2 13 0
PAIR p_L_13_1 16 3 1 0 13 1
PAIR p_M_13_1 16 3 1 1 13 1
PAIR p_R_13_1 16 3 1 2 13 1
PAIR p_L_13_2 16 3 1 0 13 2
PAIR p_M_13_2 16 3 1 1 13 2
PAIR p_R_13_2 16 3 1 2 13 2
PAIR p_L_13_3 16 3 1 0 13 3
PAIR p_M_13_3 16 3 1 1 13 3
PAIR p_R_13_3 16 3 1 2 13 3
PAIR p_L_13_4 16 3 1 0 13 4
PAIR p_M_13_4 16 3 1 1 13 4
PAIR p_R_13_4 16 3 1 2 13 4
PAIR p_L_13_5 16 3 1 0 13 5
PAIR p_M_13_5 16 3 1 1 13 5
PAIR p_R_13_5 16 3 1 2 13 5
PAIR p_L_13_6 16 3 1 0 13 6
PAIR p_M_13_6 16 3 1 1 13 6
PAIR p_R_13_6 16 3 1 2 13 6
PAIR p_L_13_7 16 3 1 0 13 7
PAIR p_M_13_7 16 3 1 1 13 7
PAIR p_R_13_7 16 3 1 2 13 7
PAIR p_L_13_8 16 3 1 0 13 8
PAIR p_M_13_8 16 3 1 1 13 8
PAIR p_R_13_8 16 3 1 2 13 8
PAIR p_L_13_9 16 3 1 0 13 9
PAIR p_M_13_9 16 3 1 1 13 9
PAIR p_R_13_9 16 3 1 2 13 9
PAIR p_L_13_10 16 3 1 0 13 10
PAIR p_M_13_10 16 3 1 1 13 10
PAIR p_R_13_10 16 3 1 2 13 10
PAIR p_L_13_11 16 3 1 0 13 11
PAIR p_M_13_11 16 3 1 1 13 11
PAIR p_R_13_11 16 3 1 2 13 11
PAIR p_L_13_12 16 3 1 0 13 12
PAIR p_M_13_12 16 3 1 1 13 12
PAIR p_R_13_12 16 3 1 2 13 12
PAIR p_L_13_13 16 3 1 0 13 13
PAIR p_M_13_13 16 3 1 1 13 13
PAIR p_R_13_13 16 3 1 2 13 13
PAIR p_L_13_14 16 3 1 0 13 14
PAIR p_M_13_14 16 3 1 1 13 14
PAIR p_R_13_14 16 3 1 2 13 14
PAIR p_L_13_15 16 3 1 0 13 15
PAIR p_M_13_15 16 3 1 1 13 15
PAIR p_R_13_15 16 3 1 2 13 15
PAIR p_L_14_0 16 3 1 0 14 0
PAIR p_M_14_0 16 3 1 1 14 0
PAIR p_R_14_0 16 3 1 2 14 0
PAIR p_L_14_1 16 3 1 0 14 1
PAIR p_M_14_1 16 3 1 1 14 1
PAIR p_R_14_1 16 3 1 2 14 1
PAIR p_L_14_2 16 3 1 0 14 2
PAIR p_M_14_2 16 3 1 1 14 2
PAIR p_R_14_2 16 3 1 2 14 2
PAIR p_L_14_3 16 3 1 0 14 3
PAIR p_M_14_3 16 3 1 1 14 3
PAIR p_R_14_3 16 3 1 2 14 3
PAIR p_L_14_4 16 3 1 0 14 4
PAIR p_M_14_4 16 3 1 1 14 4
PAIR p_R_14_4 16 3 1 2 14 4
PAIR p_L_14_5 16 3 1 0 14 5
PAIR p_M_14_5 16 3 1 1 14 5
PAIR p_R_14_5 16 3 1 2 14 5
PAIR p_L_14_6 16 3 1 0 14 6
PAIR p_M_14_6 16 3 1 1 14 6
PAIR p_R_14_6 16 3 1 2 14 6
PAIR p_L_14_7 16 3 1 0 14 7
PAIR p_M_14_7 16 3 1 1 14 7
PAIR p_R_14_7 16 3 1 2 14 7
PAIR p_L_14_8 16 3 1 0 14 8
PAIR p_M_14_8 16 3 1 1 14 8
PAIR p_R_14_8 16 3 1 2 14 8
PAIR p_L_14_9 16 3 1 0 14 9
PAIR p_M_14_9 16 3 1 1 14 9
PAIR p_R_14_9 16 3 1 2 14 9
PAIR p_L_14_10 16 3 1 0 14 10
PAIR p_M_14_10 16 3 1 1 14 10
PAIR p_R_14_10 16 3 1 2 14 10
PAIR p_L_14_11 16 3 1 0 14 11
PAIR p_M_14_11 16 3 1 1 14 11
PAIR p_R_14_11 16 3 1 2 14 11
PAIR p_L_14_12 16 3 1 0 14 12
PAIR p_M_14_12 16 3 1 1 14 12
PAIR p_R_14_12 16 3 1 2 14 12
PAIR p_L_14_13 16 3 1 0 14 13
PAIR p_M_14_13 16 3 1 1 14 13
PAIR p_R_14_13 16 3 1 2 14 13
PAIR p_L_14_14 16 3 1 0 14 14
PAIR p_M_14_14 16 3 1 1 14 14
PAIR p_R_14_14 16 3 1 2 14 14
PAIR p_L_14_15 16 3 1 0 14 15
PAIR p_M_14_15 16 3 1 1 14 15
PAIR p_R_14_15 16 3 1 2 14 15
PAIR p_L_15_0 16 3 1 0 15 0
PAIR p_M_15_0 16 3 1 1 15 0
PAIR p_R_15_0 16 3 1 2 15 0
PAIR p_L_15_1 16 3 1 0 15 1
PAIR p_M_15_1 16 3 1 1 15 1
PAIR p_R_15_1 16 3 1 2 15 1
PAIR p_L_15_2 16 3 1 0 15 2
PAIR p_M_15_2 16 3 1 1 15 2
PAIR p_R_15_2 16 3 1 2 15 2
PAIR p_L_15_3 16 3 1 0 15 3
PAIR p_M_15_3 16 3 1 1 15 3
PAIR p_R_15_3 16 3 1 2 15 3
PAIR p_L_15_4 16 3 1 0 15 4
PAIR p_M_15_4 16 3 1 1 15 4
PAIR p_R_15_4 16 3 1 2 15 4
PAIR p_L_15_5 16 3 1 0 15 5
PAIR p_M_15_5 16 3 1 1 15 5
PAIR p_R_15_5 16 3 1 2 15 5
PAIR p_L_15_6 16 3 1 0 15 6
PAIR p_M_15_6 16 3 1 1 15 6
PAIR p_R_15_6 16 3 1 2 15 6
PAIR p_L_15_7 16 3 1 0 15 7
PAIR p_M_15_7 16 3 1 1 15 7
PAIR p_R_15_7 16 3 1 2 15 7
PAIR p_L_15_8 16 3 1 0 15 8
PAIR p_M_15_8 16 3 1 1 15 8
PAIR p_R_15_8 16 3 1 2 15 8
PAIR p_L_15_9 16 3 1 0 15 9
PAIR p_M_15_9 16 3 1 1 15 9
PAIR p_R_15_9 16 3 1 2 15 9
PAIR p_L_15_10 16 3 1 0 15 10
PAIR p_M_15_10 16 3 1 1 15 10
PAIR p_R_15_10 16 3 1 2 15 10
PAIR p_L_15_11 16 3 1 0 15 11
PAIR p_M_15_11 16 3 1 1 15 11
PAIR p_R_15_11 16 3 1 2 15 11
PAIR p_L_15_12 16 3 1 0 15 12
PAIR p_M_15_12 16 3 1 1 15 12
PAIR p_R_15_12 16 3 1 2 15 12
PAIR p_L_15_13 16 3 1 0 15 13
PAIR p_M_15_13 16 3 1 1 15 13
PAIR p_R_15_13 16 3 1 2 15 13
PAIR p_L_15_14 16 3 1 0 15 14
PAIR p_M_15_14 16 3 1 1 15 14
PAIR p_R_15_14 16 3 1 2 15 14
PAIR p_L_15_15 16 3 1 0 15 15
PAIR p_M_15_15 16 3 1 1 15 15
PAIR p_R_15_15 16 3 1 2 15 15
TRIPLE t_0_0_1 12 3 1 0 0 0 1
TRIPLE t_0_0_2 12 3 1 0 0 0 2
TRIPLE t_0_0_3 12 3 1 0 0 0 3
TRIPLE t_0_0_4 12 3 1 0 0 0 4
TRIPLE t_0_0_5 12 3 1 0 0 0 5
TRIPLE t_0_0_6 12 3 1 0 0 0 6
TRIPLE t_0_0_7 12 3 1 0 0 0 7
TRIPLE t_0_0_8 12 3 1 0 0 0 8
TRIPLE t_0_0_9 12 3 1 0 0 0 9
TRIPLE t_0_0_10 12 3 1 0 0 0 10
TRIPLE t_0_0_11 12 3 1 0 0 0 11
TRIPLE t_0_0_12 12 3 1 0 0 0 12
TRIPLE t_0_0_13 12 3 1 0 0 0 13
TRIPLE t_0_0_14 12 3 1 0 0 0 14
TRIPLE t_0_0_15 12 3 1 0 0 0 15
TRIPLE t_0_1_0 12 3 1 0 0 1 0
TRIPLE t_0_1_1 12 3 1 0 0 1 1
TRIPLE t_0_1_2 12 3 1 0 0 1 2
TRIPLE t_0_1_3 12 3 1 0 0 1 3
TRIPLE t_0_1_4 12 3 1 0 0 1 4
TRIPLE t_0_1_5 12 3 1 0 0 1 5
TRIPLE t_0_1_6 12 3 1 0 0 1 6
TRIPLE t_0_1_7 12 3 1 0 0 1 7
TRIPLE t_0_1_8 12 3 1 0 0 1 8
TRIPLE t_0_1_9 12 3 1 0 0 1 9
TRIPLE t_0_1_10 12 3 1 0 0 1 10
TRIPLE t_0_1_11 12 3 1 0 0 1 11
TRIPLE t_0_1_12 12 3 1 0 0 1 12
TRIPLE t_0_1_13 12 3 1 0 0 1 13
TRIPLE t_0_1_14 12 3 1 0 0 1 14
TRIPLE t_0_1_15 12 3 1 0 0 1 15
TRIPLE t_0_2_0 12 3 1 0 0 2 0
TRIPLE t_0_2_1 12 3 1 0 0 2 1
TRIPLE t_0_2_2 12 3 1 0 0 2 2
TRIPLE t_0_2_3 12 3 1 0 0 2 3
TRIPLE t_0_2_4 12 3 1 0 0 2 4
TRIPLE t_0_2_5 12 3 1 0 0 2 5
TRIPLE t_0_2_6 12 3 1 0 0 2 6
TRIPLE t_0_2_7 12 3 1 0 0 2 7
TRIPLE t_0_2_8 12 3 1 0 0 2 8
TRIPLE t_0_2_9 12 3 1 0 0 2 9
TRIPLE t_0_2_10 12 3 1 0 0 2 10
TRIPLE t_0_2_11 12 3 1 0 0 2 11
TRIPLE t_0_2_12 12 3 1 0 0 2 12
TRIPLE t_0_2_13 12 3 1 0 0 2 13
TRIPLE t_0_2_14 12 3 1 0 0 2 14
TRIPLE t_0_2_15 12 3 1 0 0 2 15
TRIPLE t_0_3_0 12 3 1 0 0 3 0
TRIPLE t_0_3_1 12 3 1 0 0 3 1
TRIPLE t_0_3_2 12 3 1 0 0 3 2
TRIPLE t_0_3_3 12 3 1 0 0 3 3
TRIPLE t_0_3_4 12 3 1 0 0 3 4
TRIPLE t_0_3_5 12 3 1 0 0 3 5
TRIPLE t_0_3_6 12 3 1 0 0 3 6
TRIPLE t_0_3_7 12 3 1 0 0 3 7
TRIPLE t_0_3_8 12 3 1 0 0 3 8
TRIPLE t_0_3_9 12 3 1 0 0 3 9
TRIPLE t_0_3_10 12 3 1 0 0 3 10
TRIPLE t_0_3_11 12 3 1 0 0 3 11
TRIPLE t_0_3_12 12 3 1 0 0 3 12
TRIPLE t_0_3_13 12 3 1 0 0 3 13
TRIPLE t_0_3_14 12 3 1 0 0 3 14
TRIPLE t_0_3_15 12 3 1 0 0 3 15
TRIPLE t_0_4_0 12 3 1 0 0 4 0
TRIPLE t_0_4_1 12 3 1 0 0 4 1
TRIPLE t_0_4_2 12 3 1 0 0 4 2
TRIPLE t_0_4_3 12 3 1 0 0 4 3
TRIPLE t_0_4_4 12 3 1 0 0 4 4
TRIPLE t_0_4_5 12 3 1 0 0 4 5
TRIPLE t_0_4_6 12 3 1 0 0 4 6
TRIPLE t_0_4_7 12 3 1 0 0 4 7
TRIPLE t_0_4_8 12 3 1 0 0 4 8
TRIPLE t_0_4_9 12 3 1 0 0 4 9
TRIPLE t_0_4_10 12 3 1 0 0 4 10
TRIPLE t_0_4_11 12 3 1 0 0 4 11
TRIPLE t_0_4_12 12 3 1 0 0 4 12
TRIPLE t_0_4_13 12 3 1 0 0 4 13
TRIPLE t_0_4_14 12 3 1 0 0 4 14
TRIPLE t_0_4_15 12 3 1 0 0 4 15
TRIPLE t_0_5_0 12 3 1 0 0 5 0
TRIPLE t_0_5_1 12 3 1 0 0 5 1
TRIPLE t_0_5_2 12 3 1 0 0 5 2
TRIPLE t_0_5_3 12 3 1 0 0 5 3
TRIPLE t_0_5_4 12 3 1 0 0 5 4
TRIPLE t_0_5_5 12 3 1 0 0 5 5
TRIPLE t_0_5_6 12 3 1 0 0 5 6
TRIPLE t_0_5_7 12 3 1 0 0 5 7
TRIPLE t_0_5_8 12 3 1 0 0 5 8
TRIPLE t_0_5_9 12 3 1 0 0 5 9
TRIPLE t_0_5_10 12 3 1 0 0 5 10
TRIPLE t_0_5_11 12 3 1 0 0 5 11
TRIPLE t_0_5_12 12 3 1 0 0 5 12
TRIPLE t_0_5_13 12 3 1 0 0 5 13
TRIPLE t_0_5_14 12 3 1 0 0 5 14
TRIPLE t_0_5_15 12 3 1 0 0 5 15
TRIPLE t_0_6_0 12 3 1 0 0 6 0
TRIPLE t_0_6_1 12 3 1 0 0 6 1
TRIPLE t_0_6_2 12 3 1 0 0 6 2
TRIPLE t_0_6_3 12 3 1 0 0 6 3
TRIPLE t_0_6_4 12 3 1 0 0 6 4
TRIPLE t_0_6_5 12 3 1 0 0 6 5
TRIPLE t_0_6_6 12 3 1 0 0 6 6
TRIPLE t_0_6_7 12 3 1 0 0 6 7
TRIPLE t_0_6_8 12 3 1 0 0 6 8
TRIPLE t_0_6_9 12 3 1 0 0 6 9
TRIPLE t_0_6_10 12 3 1 0 0 6 10
TRIPLE t_0_6_11 12 3 1 0 0 6 11
TRIPLE t_0_6_12 12 3 1 0 0 6 12
TRIPLE t_0_6_13 12 3 1 0 0 6 13
TRIPLE t_0_6_14 12 3 1 0 0 6 14
TRIPLE t_0_6_15 12 3 1 0 0 6 15
TRIPLE t_0_7_0 12 3 1 0 0 7 0
TRIPLE t_0_7_1 12 3 1 0 0 7 1
TRIPLE t_0_7_2 12 3 1 0 0 7 2
TRIPLE t_0_7_3 12 3 1 0 0 7 3
TRIPLE t_0_7_4 12 3 1 0 0 7 4
TRIPLE t_0_7_5 12 3 1 0 0 7 5
TRIPLE t_0_7_6 12 3 1 0 0 7 6
TRIPLE t_0_7_7 12 3 1 0 0 7 7
TRIPLE t_0_7_8 12 3 1 0 0 7 8
TRIPLE t_0_7_9 12 3 1 0 0 7 9
TRIPLE t_0_7_10 12 3 1 0 0 7 10
TRIPLE t_0_7_11 12 3 1 0 0 7 11
TRIPLE t_0_7_12 12 3 1 0 0 7 12
TRIPLE t_0_7_13 12 3 1 0 0 7 13
TRIPLE t_0_7_14 12 3 1 0 0 7 14
TRIPLE t_0_7_15 12 3 1 0 0 7 15
TRIPLE t_0_8_0 12 3 1 0 0 8 0
TRIPLE t_0_8_1 12 3 1 0 0 8 1
TRIPLE t_0_8_2 12 3 1 0 0 8 2
TRIPLE t_0_8_3 12 3 1 0 0 8 3
TRIPLE t_0_8_4 12 3 1 0 0 8 4
TRIPLE t_0_8_5 12 3 1 0 0 8 5
TRIPLE t_0_8_6 12 3 1 0 0 8 6
TRIPLE t_0_8_7 12 3 1 0 0 8 7
TRIPLE t_0_8_8 12 3 1 0 0 8 8
TRIPLE t_0_8_9 12 3 1 0 0 8 9
TRIPLE t_0_8_10 12 3 1 0 0 8 10
TRIPLE t_0_8_11 12 3 1 0 0 8 11
TRIPLE t_0_8_12 12 3 1 0 0 8 12
TRIPLE t_0_8_13 12 3 1 0 0 8 13
TRIPLE t_0_8_14 12 3 1 0 0 8 14
TRIPLE t_0_8_15 12 3 1 0 0 8 15
TRIPLE t_0_9_0 12 3 1 0 0 9 0
TRIPLE t_0_9_1 12 3 1 0 0 9 1
TRIPLE t_0_9_2 12 3 1 0 0 9 2
TRIPLE t_0_9_3 12 3 1 0 0 9 3
TRIPLE t_0_9_4 12 3 1 0 0 9 4
TRIPLE t_0_9_5 12 3 1 0 0 9 5
TRIPLE t_0_9_6 12 3 1 0 0 9 6
TRIPLE t_0_9_7 12 3 1 0 0 9 7
TRIPLE t_0_9_8 12 3 1 0 0 9 8
TRIPLE t_0_9_9 12 3 1 0 0 9 9
TRIPLE t_0_9_10 12 3 1 0 0 9 10
TRIPLE t_0_9_11 12 3 1 0 0 9 11
TRIPLE t_0_9_12 12 3 1 0 0 9 12
TRIPLE t_0_9_13 12 3 1 0 0 9 13
TRIPLE t_0_9_14 12 3 1 0 0 9 14
TRIPLE t_0_9_15 12 3 1 0 0 9 15
TRIPLE t_0_10_0 12 3 1 0 0 10 0
TRIPLE t_0_10_1 12 3 1 0 0 10 1
TRIPLE t_0_10_2 12 3 1 0 0 10 2
TRIPLE t_0_10_3 12 3 1 0 0 10 3
TRIPLE t_0_10_4 12 3 1 0 0 10 4
TRIPLE t_0_10_5 12 3 1 0 0 10 5
TRIPLE t_0_10_6 12 3 1 0 0 10 6
TRIPLE t_0_10_7 12 3 1 0 0 10 7
TRIPLE t_0_10_8 12 3 1 0 0 10 8
TRIPLE t_0_10_9 12 3 1 0 0 10 9
TRIPLE t_0_10_10 12 3 1 0 0 10 10
TRIPLE t_0_10_11 12 3 1 0 0 10 11
TRIPLE t_0_10_12 12 3 1 0 0 10 12
TRIPLE t_0_10_13 12 3 1 0 0 10 13
TRIPLE t_0_10_14 12 3 1 0 0 10 14
TRIPLE t_0_10_15 12 3 1 0 0 10 15
TRIPLE t_0_11_0 12 3 1 0 0 11 0
TRIPLE t_0_11_1 12 3 1 0 0 11 1
TRIPLE t_0_11_2 12 3 1 0 0 11 2
TRIPLE t_0_11_3 12 3 1 0 0 11 3
TRIPLE t_0_11_4 12 3 1 0 0 11 4
TRIPLE t_0_11_5 12 3 1 0 0 11 5
TRIPLE t_0_11_6 12 3 1 0 0 11 6
TRIPLE t_0_11_7 12 3 1 0 0 11 7
TRIPLE t_0_11_8 12 3 1 0 0 11 8
TRIPLE t_0_11_9 12 3 1 0 0 11 9
TRIPLE t_0_11_10 12 3 1 0 0 11 10
TRIPLE t_0_11_11 12 3 1 0 0 11 11
TRIPLE t_0_11_12 12 3 1 0 0 11 12
TRIPLE t_0_11_13 12 3 1 0 0 11 13
TRIPLE t_0_11_14 12 3 1 0 0 11 14
TRIPLE t_0_11_15 12 3 1 0 0 11 15
TRIPLE t_0_12_0 12 3 1 0 0 12 0
TRIPLE t_0_12_1 12 3 1 0 0 12 1
TRIPLE t_0_12_2 12 3 1 0 0 12 2
TRIPLE t_0_12_3 12 3 1 0 0 12 3
TRIPLE t_0_12_4 12 3 1 0 0 12 4
TRIPLE t_0_12_5 12 3 1 0 0 12 5
TRIPLE t_0_12_6 12 3 1 0 0 12 6
TRIPLE t_0_12_7 12 3 1 0 0 12 7
TRIPLE t_0_12_8 12 3 1 0 0 12 8
TRIPLE t_0_12_9 12 3 1 0 0 12 9
TRIPLE t_0_12_10 12 3 1 0 0 12 10
TRIPLE t_0_12_11 12 3 1 0 0 12 11
TRIPLE t_0_12_12 12 3 1 0 0 12 12
TRIPLE t_0_12_13 12 3 1 0 0 12 13
TRIPLE t_0_12_14 12 3 1 0 0 12 14
TRIPLE t_0_12_15 12 3 1 0 0 12 15
TRIPLE t_0_13_0 12 3 1 0 0 13 0
TRIPLE t_0_13_1 12 3 1 0 0 13 1
TRIPLE t_0_13_2 12 3 1 0 0 13 2
TRIPLE t_0_13_3 12 3 1 0 0 13 3
TRIPLE t_0_13_4 12 3 1 0 0 13 4
TRIPLE t_0_13_5 12 3 1 0 0 13 5
TRIPLE t_0_13_6 12 3 1 0 0 13 6
TRIPLE t_0_13_7 12 3 1 0 0 13 7
TRIPLE t_0_13_8 12 3 1 0 0 13 8
TRIPLE t_0_13_9 12 3 1 0 0 13 9
TRIPLE t_0_13_10 12 3 1 0 0 13 10
TRIPLE t_0_13_11 12 3 1 0 0 13 11
TRIPLE t_0_13_12 12 3 1 0 0 13 12
TRIPLE t_0_13_13 12 3 1 0 0 13 13
TRIPLE t_0_13_14 12 3 1 0 0 13 14
TRIPLE t_0_13_15 12 3 1 0 0 13 15
TRIPLE t_0_14_0 12 3 1 0 0 14 0
TRIPLE t_0_14_1 12 3 1 0 0 14 1
TRIPLE t_0_14_2 12 3 1 0 0 14 2
TRIPLE t_0_14_3 12 3 1 0 0 14 3
TRIPLE t_0_14_4 12 3 1 0 0 14 4
TRIPLE t_0_14_5 12 3 1 0 0 14 5
TRIPLE t_0_14_6 12 3 1 0 0 14 6
TRIPLE t_0_14_7 12 3 1 0 0 14 7
TRIPLE t_0_14_8 12 3 1 0 0 14 8
TRIPLE t_0_14_9 12 3 1 0 0 14 9
TRIPLE t_0_14_10 12 3 1 0 0 14 10
TRIPLE t_0_14_11 12 3 1 0 0 14 11
TRIPLE t_0_14_12 12 3 1 0 0 14 12
TRIPLE t_0_14_13 12 3 1 0 0 14 13
TRIPLE t_0_14_14 12 3 1 0 0 14 14
TRIPLE t_0_14_15 12 3 1 0 0 14 15
TRIPLE t_0_15_0 12 3 1 0 0 15 0
TRIPLE t_0_15_1 12 3 1 0 0 15 1
TRIPLE t_0_15_2 12 3 1 0 0 15 2
TRIPLE t_0_15_3 12 3 1 0 0 15 3
TRIPLE t_0_15_4 12 3 1 0 0 15 4
TRIPLE t_0_15_5 12 3 1 0 0 15 5
TRIPLE t_0_15_6 12 3 1 0 0 15 6
TRIPLE t_0_15_7 12 3 1 0 0 15 7
TRIPLE t_0_15_8 12 3 1 0 0 15 8
TRIPLE t_0_15_9 12 3 1 0 0 15 9
TRIPLE t_0_15_10 12 3 1 0 0 15 10
TRIPLE t_0_15_11 12 3 1 0 0 15 11
TRIPLE t_0_15_12 12 3 1 0 0 15 12
TRIPLE t_0_15_13 12 3 1 0 0 15 13
TRIPLE t_0_15_14 12 3 1 0 0 15 14
TRIPLE t_0_15_15 12 3 1 0 0 15 15
TRIPLE t_1_0_0 12 3 1 0 1 0 0
TRIPLE t_1_0_1 12 3 1 0 1 0 1
TRIPLE t_1_0_2 12 3 1 0 1 0 2
TRIPLE t_1_0_3 12 3 1 0 1 0 3
TRIPLE t_1_0_4 12 3 1 0 1 0 4
TRIPLE t_1_0_5 12 3 1 0 1 0 5
TRIPLE t_1_0_6 12 3 1 0 1 0 6
TRIPLE t_1_0_7 12 3 1 0 1 0 7
TRIPLE t_1_0_8 12 3 1 0 1 0 8
TRIPLE t_1_0_9 12 3 1 0 1 0 9
TRIPLE t_1_0_10 12 3 1 0 1 0 10
TRIPLE t_1_0_11 12 3 1 0 1 0 11
TRIPLE t_1_0_12 12 3 1 0 1 0 12
TRIPLE t_1_0_13 12 3 1 0 1 0 13
TRIPLE t_1_0_14 12 3 1 0 1 0 14
TRIPLE t_1_0_15 12 3 1 0 1 0 15
TRIPLE t_1_1_0 12 3 1 0 1 1 0
TRIPLE t_1_1_1 12 3 1 0 1 1 1
TRIPLE t_1_1_2 12 3 1 0 1 1 2
TRIPLE t_1_1_3 12 3 1 0 1 1 3
TRIPLE t_1_1_4 12 3 1 0 1 1 4
TRIPLE t_1_1_5 12 3 1 0 1 1 5
TRIPLE t_1_1_6 12 3 1 0 1 1 6
TRIPLE t_1_1_7 12 3 1 0 1 1 7
TRIPLE t_1_1_8 12 3 1 0 1 1 8
TRIPLE t_1_1_9 12 3 1 0 1 1 9
TRIPLE t_1_1_10 12 3 1 0 1 1 10
TRIPLE t_1_1_11 12 3 1 0 1 1 11
TRIPLE t_1_1_12 12 3 1 0 1 1 12
TRIPLE t_1_1_13 12 3 1 0 1 1 13
TRIPLE t_1_1_14 12 3 1 0 1 1 14
TRIPLE t_1_1_15 12 3 1 0 1 1 15
TRIPLE t_1_2_0 12 3 1 0 1 2 0
TRIPLE t_1_2_1 12 3 1 0 1 2 1
TRIPLE t_1_2_2 12 3 1 0 1 2 2
TRIPLE t_1_2_3 12 3 1 0 1 2 3
TRIPLE t_1_2_4 12 3 1 0 1 2 4
TRIPLE t_1_2_5 12 3 1 0 1 2 5
TRIPLE t_1_2_6 12 3 1 0 1 2 6
TRIPLE t_1_2_7 12 3 1 0 1 2 7
TRIPLE t_1_2_8 12 3 1 0 1 2 8
TRIPLE t_1_2_9 12 3 1 0 1 2 9
TRIPLE t_1_2_10 12 3 1 0 1 2 10
TRIPLE t_1_2_11 12 3 1 0 1 2 11
TRIPLE t_1_2_12 12 3 1 0 1 2 12
TRIPLE t_1_2_13 12 3 1 0 1 2 13
TRIPLE t_1_2_14 12 3 1 0 1 2 14
TRIPLE t_1_2_15 12 3 1 0 1 2 15
TRIPLE t_1_3_0 12 3 1 0 1 3 0
TRIPLE t_1_3_1 12 3 1 0 1 3 1
TRIPLE t_1_3_2 12 3 1 0 1 3 2
TRIPLE t_1_3_3 12 3 1 0 1 3 3
TRIPLE t_1_3_4 12 3 1 0 1 3 4
TRIPLE t_1_3_5 12 3 1 0 1 3 5
TRIPLE t_1_3_6 12 3 1 0 1 3 6
TRIPLE t_1_3_7 12 3 1 0 1 3 7
TRIPLE t_1_3_8 12 3 1 0 1 3 8
TRIPLE t_1_3_9 12 3 1 0 1 3 9
TRIPLE t_1_3_10 12 3 1 0 1 3 10
